epoch,train_loss,val_roc_auc
1,0.6961016427417765,0.5242382271468143
2,0.3606149349626992,0.6163434903047091
3,0.1893779857036395,0.6689750692520776
4,0.13117993306740058,0.7008310249307479
5,0.1075916091813321,0.6668975069252078
6,0.09989498443158604,0.6412742382271468
7,0.09017521244847876,0.631578947368421
8,0.0854956185885644,0.6052631578947368
9,0.08293639896092592,0.6024930747922438
10,0.08294149426653175,0.5893351800554016
11,0.0786588694422673,0.5907202216066482
12,0.07379818692845837,0.5727146814404432
13,0.07365124560149647,0.5650969529085873
14,0.0741234221986556,0.5581717451523546
15,0.07377659450908672,0.5457063711911357
16,0.07382082805419579,0.5415512465373962
17,0.06760198603837918,0.5256232686980609
18,0.06371420144270627,0.5083102493074793
19,0.072450090465043,0.5166204986149585
20,0.069926514584794,0.5270083102493075
21,0.06562941803721621,0.5006925207756232
22,0.06476159824689909,0.5013850415512465
23,0.06253234197271515,0.4903047091412742
24,0.05865587758967,0.48060941828254844
25,0.05482957019680246,0.48545706371191133
26,0.05630616168690543,0.4833795013850415
27,0.04847237663051681,0.49099722991689754
28,0.048202020808672294,0.4965373961218837
29,0.046232831730716926,0.49099722991689754
30,0.050045663496198135,0.49099722991689754
31,0.042255968386121626,0.4826869806094183
32,0.056634093488850484,0.4930747922437673
33,0.053055743164146726,0.46398891966759004
34,0.04626561417920977,0.4722991689750693
35,0.03570198159441989,0.489612188365651
36,0.03117629537024559,0.48060941828254844
37,0.027587464923023157,0.4785318559556787
38,0.029422747029623074,0.4958448753462604
39,0.026450552147125925,0.4903047091412742
40,0.026114088974022797,0.4639889196675901
41,0.0345458302519515,0.4113573407202216
42,0.032245357669465395,0.4168975069252078
43,0.025341138975997258,0.435595567867036
44,0.02018134239689577,0.4335180055401662
45,0.01957872768391741,0.4314404432132964
46,0.02478255570316926,0.4591412742382272
47,0.025253628163022703,0.4778393351800554
48,0.022704062765819735,0.48130193905817176
49,0.0336119395248231,0.48753462603878117
50,0.0349993675236094,0.492382271468144
51,0.02322197381799717,0.5096952908587258
52,0.020036435115583603,0.5110803324099723
53,0.01609076930215301,0.5186980609418282
54,0.014407833465016805,0.5235457063711911
55,0.012679687008643761,0.5200831024930748
56,0.013182066842658907,0.5270083102493075
57,0.011868374268298815,0.520775623268698
58,0.011091684559068279,0.5325484764542937
59,0.010505426330146965,0.5290858725761773
60,0.010268308827255527,0.5270083102493074
61,0.010126677463812876,0.53601108033241
62,0.00998771895105258,0.5297783933518005
63,0.009607450330783838,0.5290858725761772
64,0.009589055574305377,0.53601108033241
65,0.009296755075582072,0.5332409972299169
66,0.009094210898774302,0.5311634349030471
67,0.00907563640234562,0.5380886426592798
68,0.008912584571926683,0.5401662049861495
69,0.008872063941935189,0.5325484764542936
70,0.008635952102917212,0.5332409972299168
71,0.008644679433897011,0.5367036011080333
72,0.008483334083608922,0.5360110803324101
73,0.008347485389592301,0.5422437673130194
74,0.00822335041985128,0.5401662049861496
75,0.008140722724829304,0.5443213296398891
76,0.00808983468623073,0.5422437673130194
77,0.007955912495313206,0.5470914127423823
78,0.007790129272230076,0.5463988919667591
79,0.007803401941608669,0.5457063711911357
80,0.0075564847654129704,0.5477839335180056
81,0.0075611864810974,0.5470914127423823
82,0.0075280206660047555,0.5498614958448753
83,0.00730379916292395,0.551246537396122
84,0.007367806360550076,0.5463988919667591
85,0.0072274929087640894,0.5498614958448754
86,0.007121207502981027,0.5533240997229917
87,0.0070503532284196795,0.554016620498615
88,0.007090438059146418,0.554016620498615
89,0.007032084766977024,0.551246537396122
90,0.0070599024091181255,0.5602493074792243
91,0.006969393074427575,0.5581717451523547
92,0.0068719558062249435,0.5581717451523546
93,0.0067790274858538415,0.5533240997229917
94,0.006590864164728215,0.5533240997229917
95,0.006541787170436223,0.5588642659279779
96,0.006545672267463132,0.5602493074792244
97,0.0064824344829106945,0.5567867036011079
98,0.006446970528538241,0.5526315789473684
99,0.006309106793424428,0.5560941828254847
100,0.006246185695694128,0.5574792243767313
101,0.0062253902350523195,0.5574792243767313
102,0.006240760662096773,0.5560941828254847
103,0.006142867486287131,0.5581717451523546
104,0.00608360819237312,0.5657894736842105
105,0.006063800701802528,0.556786703601108
106,0.006037777874809809,0.556786703601108
107,0.006055249668063431,0.5595567867036011
108,0.005896232779432311,0.5609418282548476
109,0.005841561739049066,0.5595567867036011
110,0.005884813603830983,0.5588642659279778
111,0.005872616126464727,0.5581717451523546
112,0.005735474893361585,0.5637119113573407
113,0.005667765622167845,0.558864265927978
114,0.005640669875749071,0.5602493074792244
115,0.0056069692506579595,0.5630193905817175
116,0.005550214722274969,0.5588642659279779
117,0.005474935959695581,0.5616343490304708
118,0.005591626947697921,0.5588642659279778
119,0.005500989817507416,0.5637119113573408
120,0.005416486437493494,0.5602493074792244
121,0.005328138349604318,0.5595567867036012
122,0.005273966483527693,0.5623268698060943
123,0.005272750246558774,0.5609418282548476
124,0.005248863581684749,0.5616343490304708
125,0.005214768107662089,0.5602493074792244
126,0.0051459717919832455,0.5630193905817175
127,0.005217871236007268,0.5616343490304708
128,0.005223216699897988,0.5630193905817175
129,0.005159392914445567,0.5678670360110804
130,0.005135840070341048,0.5671745152354571
131,0.004983883512941351,0.5650969529085873
132,0.005036466847839858,0.5657894736842105
133,0.004985603676350029,0.5630193905817176
134,0.004924659475291472,0.5616343490304709
135,0.004939664570492642,0.5657894736842105
136,0.004943103694020004,0.5685595567867037
137,0.004887727276286763,0.5630193905817175
138,0.004863794956706528,0.5671745152354571
139,0.004759543861907262,0.5685595567867036
140,0.004722379451813946,0.5581717451523546
141,0.004765968877249039,0.5644044321329641
142,0.004732924396771821,0.5602493074792244
143,0.0047252768759437945,0.567174515235457
144,0.00475460495614046,0.5664819944598338
145,0.004590829379294078,0.5678670360110804
146,0.004621414183784924,0.5644044321329641
147,0.00458385183759819,0.5699445983379502
148,0.004467460013756215,0.5678670360110804
149,0.004521174611062067,0.5650969529085873
150,0.0044968548785375055,0.5754847645429363
