roc_auc,eer,eer_threshold,accuracy_at_eer_threshold,false_match_rate,false_non_match_rate,true_positive,false_positive,true_negative,false_negative
0.9711538461538461,0.019230769230769218,0.6951772961517428,0.9642857142857143,0.0,0.038461538461538464,50,0,4,2
